Query	MUrl	PUrl	Fidelity_Control	Fidelity_Treatment	InL1WithoutSpaceV	Experiment_InL1WithoutSpaceV
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2296.jpg?w=740	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058471.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2296.jpg?w=2000	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058471.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2276.jpg?w=996	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058446.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2316.jpg?w=1800	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058497.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://ae01.alicdn.com/kf/S62131f8d50ef4f20aed1ba8c690a5a9ct/Fondo-de-fotograf-a-pintado-a-mano-decoraci-n-de-textura-Floral-abstracta-flor-de-primavera.jpg	https://es.aliexpress.com/item/1005006374328516.html	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2316.jpg?w=1060	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058497.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2276.jpg?w=1060	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058446.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2296.jpg?w=996	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058471.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://thumbs.dreamstime.com/b/pintura-floral-abstracta-del-color-de-aceite-naturaleza-estacional-la-flor-primavera-121031281.jpg	https://es.dreamstime.com/stock-de-ilustración-pintura-floral-abstracta-de-la-acuarela-pinturas-coloridas-abstractas-del-watercolour-para-el-fondo-image72949874	0.121212125	0.6363636	True	False
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2346.jpg?w=2000	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058535.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2316.jpg?w=1380	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058497.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2316.jpg?w=1480	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058497.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2316.jpg?w=826	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058497.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2281.jpg?w=2000	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058451.htm	0.121212125	0.6363636	False	True
fondo de fotografía pintado a mano decoración de textura floral abstracta flor de primavera boda telón de fondo de maternidad estudio de cumpleaños	https://img.freepik.com/fotos-premium/fondo-textura-flor-abstracta_828075-2276.jpg?w=740	https://www.freepik.es/fotos-premium/fondo-textura-flor-abstracta_42058446.htm	0.121212125	0.6363636	False	True
gorgeous と は	https://kiwi-english.net/wp-content/uploads/2024/02/gorgeous-view-1-640x417.jpg	https://kiwi-english.net/9161	0.128205135	0.6666667	False	True
gorgeous と は	https://i0.wp.com/kiwi-english.net/wp-content/uploads/2017/06/gorgeous-2.jpg?resize=250%2C166&ssl=1	https://kiwi-english.net/9161	0.128205135	0.6666667	True	True
gorgeous と は	https://junpei-english.com/wp-content/uploads/2025/04/beautiful-gorgeous-difference.jpg	https://junpei-english.com/beautiful-gorgeous-difference/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1024x576.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1024x576.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1024x576.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://kiwi-english.net/wp-content/uploads/2017/06/gorgeous-2-150x100.jpg	https://kiwi-english.net/9161	0.128205135	0.6666667	True	True
gorgeous と は	https://kiwi-english.net/wp-content/uploads/2024/02/gorgeous-view-1.jpg	https://kiwi-english.net/9161	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-485x273.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-485x273.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-485x273.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://i0.wp.com/kiwi-english.net/wp-content/uploads/2017/06/gorgeous-2.jpg?resize=150%2C100&ssl=1	https://kiwi-english.net/9161	0.128205135	0.6666667	True	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1536x864.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1536x864.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-1536x864.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://kiwi-english.net/wp-content/uploads/2024/02/gorgeous-view-1-320x209.jpg	https://kiwi-english.net/9161	0.128205135	0.6666667	False	True
gorgeous と は	https://kiwi-english.net/wp-content/uploads/2024/02/gorgeous-view-1-768x500.jpg	https://kiwi-english.net/9161	0.128205135	0.6666667	False	True
gorgeous と は	https://i0.wp.com/kiwi-english.net/wp-content/uploads/2017/06/gorgeous-2.jpg?w=640&ssl=1	https://kiwi-english.net/9161	0.128205135	0.6666667	True	True
gorgeous と は	https://i0.wp.com/kiwi-english.net/wp-content/uploads/2017/06/gorgeous-2.jpg?resize=400%2C266&ssl=1	https://kiwi-english.net/9161	0.128205135	0.6666667	True	True
gorgeous と は	https://junpei-english.com/wp-content/uploads/2025/04/beautiful-gorgeous-difference-768x433.jpg	https://junpei-english.com/beautiful-gorgeous-difference/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-2048x1152.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-2048x1152.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-2048x1152.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-768x432.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-768x432.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
gorgeous と は	https://ryotoeikaiwa.net/wp-content/uploads/2023/03/67558863d705c5cc072f98d91c79801b-768x432.jpg	https://ryotoeikaiwa.net/何でも褒められる！gorgeousの意味と使い方/	0.128205135	0.6666667	False	True
how many hours is a solar eclipses	https://c.tadst.com/gfx/400w/solar-eclipse-extract.png?1	https://www.timeanddate.com/eclipse/total-solar-eclipse.html	0.5	1	True	True
how many hours is a solar eclipses	https://images.squarespace-cdn.com/content/v1/53c358b6e4b01b8adb4d5870/1665629279670-BLCVA9HJ4ASU7TD9FXDY/Timeline+of+annular+and+total+solar+eclipses.jpg	https://www.greatamericaneclipse.com/	0.5	1	False	True
juegos fisicos amor y amistad	https://rica.com.co/wp-content/uploads/2023/09/tips-para-mejorar-tus-vacaciones.webp	https://rica.com.co/tips_rica/juegos-divertidos-para-celebrar-el-dia-del-amor-y-la-amistad/	0	1	False	True
jura kalkstein kleine grabplatte	https://mswebsiteprd.fra1.cdn.digitaloceanspaces.com/thumbnails/Stefan Uploads/Materialien/Jura Kalkstein/12799/image-thumb__12799__srcset500/Urnengrabstein aus Jura Kalkstein mit Herz aus Sandstein.jpg	https://www.grabstein-steinmetz.de/de/material/kalkstein	0	1	False	True
jura kalkstein kleine grabplatte	https://mswebsiteprd.fra1.cdn.digitaloceanspaces.com/thumbnails/Stefan%20Uploads/Materialien/Jura%20Kalkstein/12799/image-thumb__12799__srcset500/Urnengrabstein%20aus%20Jura%20Kalkstein%20mit%20Herz%20aus%20Sandstein.jpg	https://www.grabstein-steinmetz.de/de/material/kalkstein	0	1	False	True
proximo jogo da selaçao br	https://midias.agazeta.com.br/2022/12/02/copa-do-mundo----chaveamento---0212-922769.jpg	https://www.agazeta.com.br/futebol/quando-sera-o-proximo-jogo-do-brasil-confira-caminho-para-o-hexa-1222	0.25	0.75	True	True
proximo jogo da selaçao br	https://veja.abril.com.br/wp-content/uploads/2025/06/GettyImages-2218130141.jpg?quality=70&strip=info&w=1280&h=720&crop=1	https://veja.abril.com.br/esporte/quando-e-o-proximo-jogo-da-selecao-brasileira-2/	0.25	0.75	False	True
proximo jogo da selaçao br	https://veja.abril.com.br/wp-content/uploads/2025/06/GettyImages-2218130141.jpg?quality=70&strip=info&resize=1080,565&crop=1	https://veja.abril.com.br/esporte/quando-e-o-proximo-jogo-da-selecao-brasileira-2/	0.25	0.75	False	True
tux penguin sakura	https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3362b80d-a497-446e-91b3-89fa22a794a8/dgee04y-b9628e0d-0207-4850-a450-db17b5e70bac.jpg/v1/fill/w_1182,h_676,q_70,strp/tux_the_penguin_large_by_mattnj0909_dgee04y-pre.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NzMyIiwicGF0aCI6IlwvZlwvMzM2MmI4MGQtYTQ5Ny00NDZlLTkxYjMtODlmYTIyYTc5NGE4XC9kZ2VlMDR5LWI5NjI4ZTBkLTAyMDctNDg1MC1hNDUwLWRiMTdiNWU3MGJhYy5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.dKfEMEnQShRfIoKdVVsHqmhBmsRiHla8nlJT5mhRhmU	https://www.deviantart.com/mattnj0909/art/Tux-the-Penguin-Large-991626802	0.2	0.8	False	True
tux penguin sakura	https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3362b80d-a497-446e-91b3-89fa22a794a8/dgee00b-7b3c9ecd-4326-4344-a4ae-45324a64e6b6.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzMzNjJiODBkLWE0OTctNDQ2ZS05MWIzLTg5ZmEyMmE3OTRhOFwvZGdlZTAwYi03YjNjOWVjZC00MzI2LTQzNDQtYTRhZS00NTMyNGE2NGU2YjYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.yooKYgOPw96XqtJHHwYhkRTX3BDZPKRqwMZSpUBecmQ	https://www.deviantart.com/mattnj0909/art/Tux-the-Penguin-991626635	0.2	0.8	False	True
tux penguin sakura	https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3362b80d-a497-446e-91b3-89fa22a794a8/dgee04y-b9628e0d-0207-4850-a450-db17b5e70bac.jpg/v1/fill/w_1280,h_732,q_75,strp/tux_the_penguin_large_by_mattnj0909_dgee04y-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NzMyIiwicGF0aCI6IlwvZlwvMzM2MmI4MGQtYTQ5Ny00NDZlLTkxYjMtODlmYTIyYTc5NGE4XC9kZ2VlMDR5LWI5NjI4ZTBkLTAyMDctNDg1MC1hNDUwLWRiMTdiNWU3MGJhYy5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.dKfEMEnQShRfIoKdVVsHqmhBmsRiHla8nlJT5mhRhmU	https://www.deviantart.com/mattnj0909/art/Tux-the-Penguin-Large-991626802	0.2	0.8	False	True
tux penguin sakura	https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3362b80d-a497-446e-91b3-89fa22a794a8/dgee00b-7b3c9ecd-4326-4344-a4ae-45324a64e6b6.jpg/v1/fill/w_894,h_894,q_70,strp/tux_the_penguin_by_mattnj0909_dgee00b-pre.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTAyNCIsInBhdGgiOiJcL2ZcLzMzNjJiODBkLWE0OTctNDQ2ZS05MWIzLTg5ZmEyMmE3OTRhOFwvZGdlZTAwYi03YjNjOWVjZC00MzI2LTQzNDQtYTRhZS00NTMyNGE2NGU2YjYuanBnIiwid2lkdGgiOiI8PTEwMjQifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.Bf2-XBTK9RWdU3YyMB1pK5YtyD7a4SKtKZeoXXaYGf8	https://www.deviantart.com/mattnj0909/art/Tux-the-Penguin-991626635	0.2	0.8	True	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-scaled.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-scaled.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-2048x1536.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-2048x1536.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-1024x768.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-1024x768.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-1536x1152.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
z endschalter bei elegoo neptun 3 pro	https://drucktipps3d.de/wp-content/uploads/2023/03/IMG_1695-1536x1152.jpg	https://drucktipps3d.de/elegoo-neptune-3-pro/	0	1	False	True
блокировочный клапан тепловоза 2 тэ116у купить запасные части	https://studfile.net/html/2706/132/html_l9opjBq9rq.I8oP/img-yGxyHI.jpg	https://studfile.net/preview/4545285/page:42/	0	1	False	True
شركه البيوت للاثاث المدينه المنوره	https://linktr.ee/og/image/homes.furniture.jpg	https://linktr.ee/homes.furniture	0.6	1	True	True
شركه البيوت للاثاث المدينه المنوره	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiwDDymnvO4PjpikTVAuZcBaxSDO20C5UVgi5GCSgXTm9dwLB8KczQ8oeCgaa3gYBi62Wz6KIEVyUe0ljNFx9LlrGpwucJMjs55aSw54LRPg7-3hTbjSplXH-FlGV1UxSuJ1qmCP86Re_or-z8x7sVD4FFQQQqz1MRCNnNl-g5xeYl6jqrUwlV26MAjZgZy/w1200-h630-p-k-no-nu/fJbDF5VYBBLyu6h4VTxI2SQwooAyxaZASkdnnO2l-_1_.jpg	https://www.stores-sa.com/2024/05/homesfurniture.html	0.6	1	False	True
شركه البيوت للاثاث المدينه المنوره	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgfWaDH_2OPVYAj8NIbO3sAvVlpb-D9Mbp7ux66UwDv6sRhMK42eUtA6T9n0vRJP_iqEMeD1CjnyZXqsmgMcVqenihOfFzz0J0GXqC0UzUFQLDIEhwI3eMUZDDZUKwKA3HQgqAiiY1Bie2RdULI6xS4ewng_kIQq6jTxzOvpJpGRBspRe3Zz4mohMeHDcj9/w400-h303-rw/kqKhVWUZ1xpwpshUZpo5qhWCZ2OxZ2O23g8Uzu0B.webp	https://www.stores-sa.com/2024/05/homesfurniture.html	0.6	1	False	True
شركه البيوت للاثاث المدينه المنوره	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiwDDymnvO4PjpikTVAuZcBaxSDO20C5UVgi5GCSgXTm9dwLB8KczQ8oeCgaa3gYBi62Wz6KIEVyUe0ljNFx9LlrGpwucJMjs55aSw54LRPg7-3hTbjSplXH-FlGV1UxSuJ1qmCP86Re_or-z8x7sVD4FFQQQqz1MRCNnNl-g5xeYl6jqrUwlV26MAjZgZy/s400/fJbDF5VYBBLyu6h4VTxI2SQwooAyxaZASkdnnO2l-_1_.jpg	https://www.stores-sa.com/2024/05/homesfurniture.html	0.6	1	True	True
