Query	MUrl	PUrl	Fidelity_Control	Fidelity_Treatment	InL1WithoutSpaceV	Experiment_InL1WithoutSpaceV
bustling street Tokyo picture	https://c8.alamy.com/comp/TX3EX8/pedestrians-on-bustling-modern-city-street-shibuya-tokyo-japan-TX3EX8.jpg	https://www.alamy.com/pedestrians-on-bustling-modern-city-street-shibuya-tokyo-japan-image257003776.html	0.4	0.76	True	True
bustling street Tokyo picture	https://images.pexels.com/photos/30950605/pexels-photo-30950605/free-photo-of-bustling-tokyo-street-crosswalk-at-dusk.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	https://www.pexels.com/photo/bustling-tokyo-street-crosswalk-at-dusk-30950605/	0.4	0.76	False	True
bustling street Tokyo picture	https://images.pexels.com/photos/31025549/pexels-photo-31025549/free-photo-of-bustling-shopping-street-in-shibuya-tokyo.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	https://www.pexels.com/photo/bustling-shopping-street-in-shibuya-tokyo-31025549/	0.4	0.76	False	True
bustling street Tokyo picture	https://images.pexels.com/photos/31037752/pexels-photo-31037752/free-photo-of-bustling-tokyo-street-with-neon-signs-and-crowds.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	https://www.pexels.com/photo/bustling-tokyo-street-with-neon-signs-and-crowds-31037752/	0.4	0.76	False	True
bustling street Tokyo picture	https://c8.alamy.com/comp/3AXN345/tokyo-japan-august-4-2024-a-vibrant-street-scene-in-shibuya-tokyo-bustling-with-pedestrians-and-colorful-signage-the-atmosphere-captures-the-d-3AXN345.jpg	https://www.alamy.com/tokyo-japan-august-4-2024-a-vibrant-street-scene-in-shibuya-tokyo-bustling-with-pedestrians-and-colorful-signage-the-atmosphere-captures-the-d-image670438501.html	0.4	0.76	True	True
bustling street Tokyo picture	https://images.pexels.com/photos/29761018/pexels-photo-29761018/free-photo-of-bustling-tokyo-street-scene-in-autumn.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	https://www.pexels.com/photo/bustling-tokyo-street-scene-in-autumn-29761018/	0.4	0.76	False	True
bustling street Tokyo picture	https://img.freepik.com/premium-photo/bustling-streets-shibuya-tokyo-urban-scene_1130573-5100.jpg?w=2000	https://www.freepik.com/premium-ai-image/bustling-streets-shibuya-tokyo-urban-scene_139233434.htm	0.4	0.76	False	True
bustling street Tokyo picture	https://images.pexels.com/photos/31048682/pexels-photo-31048682/free-photo-of-bustling-tokyo-street-with-people-and-signage.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	https://www.pexels.com/photo/bustling-tokyo-street-with-people-and-signage-31048682/	0.4	0.76	True	True
bustling street Tokyo picture	https://c8.alamy.com/comp/HPJ16Y/bustling-street-scape-of-busy-streets-of-kabukicho-shinjuku-tokyo-HPJ16Y.jpg	https://www.alamy.com/stock-photo-bustling-street-scape-of-busy-streets-of-kabukicho-shinjuku-tokyo-134391123.html	0.4	0.76	True	True
bustling street Tokyo picture	https://glint.home.blog/wp-content/uploads/2019/01/the-bustling-streets-of-shibuya-tokyo-japan.jpg	https://glint.home.blog/the-bustling-streets-of-shibuya-tokyo-japan/	0.4	0.76	True	True
bustling street Tokyo picture	https://c8.alamy.com/comp/2BWMD5X/tokyo-japan-august-6-2018-busy-streets-of-shinjuku-area-in-tokyo-japan-in-the-evening-people-crossing-the-busy-street-with-cars-2BWMD5X.jpg	https://www.alamy.com/tokyo-japan-august-6-2018-busy-streets-of-shinjuku-area-in-tokyo-japan-in-the-evening-people-crossing-the-busy-street-with-cars-image360023158.html	0.4	0.76	True	False
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-1-1568x1903.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-1-844x1024.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	True	True
flip chart example	https://media1.thehungryjpeg.com/thumbs2/ori_3746813_h3jvvgql6kz3tcbrwu2pif1gv9mtz6iactjtphb0_flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration.jpg	https://thehungryjpeg.com/product/3746813-flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration	0.428571433	0.7619048	True	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-4-1568x1629.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-4.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2017/11/Dynamic-Flip-Chart-2.jpg	https://endurancelearning.com/blog/better-flipcharts/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-1-1266x1536.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-1-768x932.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-4-1479x1536.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-4-986x1024.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	True	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-2-1568x1835.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	True	True
flip chart example	https://c8.alamy.com/comp/P7C7BD/flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration-P7C7BD.jpg	https://storage.googleapis.com/dvldjqzxpeewwe/flip-chart-writing.html	0.428571433	0.7619048	True	True
flip chart example	https://c8.alamy.com/comp/P7C7BD/flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration-P7C7BD.jpg	https://www.alamy.com/flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration-image211096241.html	0.428571433	0.7619048	True	True
flip chart example	https://media1.thehungryjpeg.com/thumbs/800_3746813_h3jvvgql6kz3tcbrwu2pif1gv9mtz6iactjtphb0.jpg	https://thehungryjpeg.com/product/3746813-flip-chart-set-vector-office-whiteboard-different-types-presentation-seminar-sign-business-info-isolated-flat-illustration	0.428571433	0.7619048	True	False
flip chart example	https://endurancelearning.com/wp-content/uploads/2017/11/Dynamic-Flip-Chart-1.jpg	https://endurancelearning.com/blog/better-flipcharts/	0.428571433	0.7619048	True	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2013/06/flipchart-1.jpg	https://endurancelearning.com/blog/flipchart-examples/	0.428571433	0.7619048	False	True
flip chart example	https://endurancelearning.com/wp-content/uploads/2017/11/Use-Imagery.jpg	https://endurancelearning.com/blog/better-flipcharts/	0.428571433	0.7619048	True	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=768	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=768	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=768	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=320	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=320	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=320	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://api.time.com/wp-content/uploads/2015/02/parks-rec.jpeg?quality=75&w=1200	https://time.com/5802536/relaxing-tv-shows/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=1024	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=1024	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=1024	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://api.time.com/wp-content/uploads/2015/02/parks-rec.jpeg?quality=75&w=1920	https://time.com/5802536/relaxing-tv-shows/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://api.time.com/wp-content/uploads/2015/02/parks-rec.jpeg?quality=75&w=1440	https://time.com/5802536/relaxing-tv-shows/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://static0.colliderimages.com/wordpress/wp-content/uploads/2024/09/20-calming-movies-to-watch-when-you-need-to-relax.jpg?&fit=crop&w=1200&h=675	https://collider.com/calm-relaxing-movies-to-watch-list/	0.0222222228	0.466666669	True	True
relaxing movies or TV shows	https://api.time.com/wp-content/uploads/2015/02/parks-rec.jpeg?quality=75&w=1690	https://time.com/5802536/relaxing-tv-shows/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://api.time.com/wp-content/uploads/2015/02/parks-rec.jpeg?quality=75&w=1080	https://time.com/5802536/relaxing-tv-shows/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=150	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=150	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=150	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=300	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=300	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
relaxing movies or TV shows	https://tinybeans.com/wp-content/uploads/2023/10/Calming-TV-shows-to-watch.png?resize=300	https://tinybeans.com/calming-tv-shows-to-watch/	0.0222222228	0.466666669	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96879.jpg?w=996	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097925.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=2000	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=2000	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=996	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=996	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	True	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	True	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96879.jpg?w=900	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097925.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96879.jpg?w=826	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097925.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96879.jpg	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097925.htm	0.173913047	1	True	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1060	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1060	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=740	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=740	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=900	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=900	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96587.jpg	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308095093.htm	0.173913047	1	True	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1380	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1380	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1480	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=1480	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=826	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
robots humans building space station images	https://img.freepik.com/premium-photo/robots-are-building-space-station_951220-96846.jpg?w=826	https://www.freepik.com/premium-ai-image/robots-are-building-space-station_308097661.htm	0.173913047	1	False	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/cache/widgetkit/gallery/2113/40353_2-b9196a926b.jpg	https://www.grsu.by/component/k2/item/24499-obshchezhitie-2.html	0.222222224	0.6666667	True	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/cache/widgetkit/gallery/2111/44242_4-4926299b0b.png	https://www.grsu.by/component/k2/item/24496-obshchezhitie-5.html	0.222222224	0.6666667	False	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/images/Obchezhitiya/5/44242_1.png	https://www.grsu.by/component/k2/item/24496-obshchezhitie-5.html	0.222222224	0.6666667	False	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/images/Obchezhitiya/ob3int.jpg	https://www.grsu.by/component/k2/item/24498-obshchezhitie-3.html	0.222222224	0.6666667	True	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/images/Obchezhitiya/5/44242_0.png	https://www.grsu.by/component/k2/item/24496-obshchezhitie-5.html	0.222222224	0.6666667	False	True
Общага для психологов Гродно университет Янки Купалы	https://www.grsu.by/images/Obchezhitiya/5/44242_4.png	https://www.grsu.by/component/k2/item/24496-obshchezhitie-5.html	0.222222224	0.6666667	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1200/Tokyo-1920x1200-026.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-3.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	https://kartinki.pics/uploads/posts/2021-07/1625694418_21-kartinkin-com-p-tokio-oboi-krasivie-24.jpg	https://kartinki.pics/30554-tokio-oboi.html	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1080/Tokyo-1920x1080-037.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1080/Tokyo-1920x1080-010.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers.shtml	0.2972973	0.6756757	True	True
качественные обои улицы Токио	https://kartinki.pics/uploads/posts/2021-07/1625694383_5-kartinkin-com-p-tokio-oboi-krasivie-6.jpg	https://kartinki.pics/30554-tokio-oboi.html	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1600x900/Tokyo-1600x900-026.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-3.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1366x768/Tokyo-1366x768-010.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1200/Tokyo-1920x1200-010.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers.shtml	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/cities/japan/tokyo/1920x1080/Tokyo-1920x1080-002.jpg	https://www.widewallpapers.ru/p/cities/japan/tokyo-desktop-wallpapers-1.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1200/Tokyo-1920x1200-037.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1080/Tokyo-1920x1080-026.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-3.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1680x1050/Tokyo-1680x1050-038.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	https://kartinki.pics/uploads/posts/2021-07/1625694444_46-kartinkin-com-p-tokio-oboi-krasivie-52.jpg	https://kartinki.pics/30554-tokio-oboi.html	0.2972973	0.6756757	True	True
качественные обои улицы Токио	https://images.wallpaperscraft.ru/image/single/ulitsa_neon_nochnoj_gorod_139596_2560x1440.jpg	https://wallpaperscraft.ru/download/ulitsa_neon_nochnoj_gorod_139596/2560x1440	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1440x900/Tokyo-1440x900-037.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1600x900/Tokyo-1600x900-038.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	https://get.wallhere.com/photo/1920x1080-px-cityscape-Japan-night-street-1228855.jpg	https://deviceart.ru/15799-nocnoi-tokio-oboi	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1680x1050/Tokyo-1680x1050-026.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-3.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1920x1200/Tokyo-1920x1200-038.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/cities/japan/tokyo/2560x1600/Tokyo-2560x1600-002.jpg	https://www.widewallpapers.ru/p/cities/japan/tokyo-desktop-wallpapers-1.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1366x768/Tokyo-1366x768-038.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	https://u-stena.ru/upload/iblock/cde/cde47adb7b6574f694a31f4c6b4f5e9f.jpg	https://u-stena.ru/katalog-fotooboev/nochnye-goroda/yarkie-ulitsy-nochnogo-tokio-yaponiya_080107/	0.2972973	0.6756757	True	True
качественные обои улицы Токио	https://99px.ru/sstorage/53/2019/05/tmb_260897_505293.jpg	https://wallpapers.99px.ru/wallpapers/260897/	0.2972973	0.6756757	True	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1600x900/Tokyo-1600x900-010.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers.shtml	0.2972973	0.6756757	False	True
качественные обои улицы Токио	http://wp.widewallpapers.ru/2k/cities/tokyo/1600x900/Tokyo-1600x900-037.jpg	https://www.widewallpapers.ru/p/cities/tokyo-wallpapers-4.shtml	0.2972973	0.6756757	True	True
Beigeordneter Maikammer	https://gruene-maikima.de/wp-content/uploads/10_Klaus-Frenzel-scaled.jpg	https://gruene-maikima.de/unser-kandidatinnen-team-fuer-den-vg-rat-og-rat-maikammer/	0.545454562	0.909090936	False	True
Beigeordneter Maikammer	https://gruene-maikima.de/wp-content/uploads/08_Bodo-Redner-scaled.jpg	https://gruene-maikima.de/unser-kandidatinnen-team-fuer-den-vg-rat-og-rat-maikammer/	0.545454562	0.909090936	False	True
Beigeordneter Maikammer	https://gruene-maikima.de/wp-content/uploads/05_Mark-Felix-Rettberg-scaled.jpg	https://gruene-maikima.de/unser-kandidatinnen-team-fuer-den-vg-rat-og-rat-maikammer/	0.545454562	0.909090936	False	True
Beigeordneter Maikammer	https://www.pfalz-express.de/wp-content/uploads/2019/08/P1080016-1024x808.jpg	https://www.pfalz-express.de/konstituierende-sitzung-der-vg-maikammer-nadine-anton-und-timo-glaser-unterstuetzen-verbandsbuergermeisterin-als-beigeordnete/	0.545454562	0.909090936	True	True
Beigeordneter Maikammer	https://www.pfalz-express.de/wp-content/uploads/2019/08/P1080016-1024x808.jpg	https://www.pfalz-express.de/konstituierende-sitzung-der-vg-maikammer-nadine-anton-und-timo-glaser-unterstuetzen-verbandsbuergermeisterin-als-beigeordnete/	0.545454562	0.909090936	True	True
Beigeordneter Maikammer	https://gruene-maikima.de/wp-content/uploads/12_Heiko-Tessmann-scaled.jpg	https://gruene-maikima.de/unser-kandidatinnen-team-fuer-den-vg-rat-og-rat-maikammer/	0.545454562	0.909090936	False	True
Beigeordneter Maikammer	https://www.pfalz-express.de/wp-content/uploads/2019/08/P1080015-1024x976.jpg	https://www.pfalz-express.de/konstituierende-sitzung-der-vg-maikammer-nadine-anton-und-timo-glaser-unterstuetzen-verbandsbuergermeisterin-als-beigeordnete/	0.545454562	0.909090936	True	True
